sinh_0017|'ācci upan geya dækīmaṭa āsā dæyi' mā æsu kaḷa ranil eyaṭa kæmætta paḷa kaḷēya.|'ආච්චි උපන් ගෙය දැකීමට ආසා දැයි' මා ඇසු කළ රනිල් එයට කැමැත්ත පළ කළේය.|mettananda
sinh_0018|'if' piṭupasa æti katāva kipliṁ siya jīvita katāva lesa liyū 'samting of mayi self' hi saṭahan kara tibē.|'ඉෆ්' පිටුපස ඇති කතාව කිප්ලිං සිය ජීවිත කතාව ලෙස ලියූ 'සම්තින්ග් ඔෆ් මයි සෙල්ෆ්' හි සටහන් කර තිබේ.|mettananda
sinh_0019|'e bævin pamā no vavu. nobō kalekin ma tepi rahat bava labannahu yæ' yi vadāḷa sēka.|'එ බැවින් පමා නො වවු. නොබෝ කලෙකින් ම තෙපි රහත් බව ලබන්නහු යැ' යි වදාළ සේක.|mettananda
sinh_0020|'eka ma praśne niruvat vena eka naṁ onna dæn maṁ niruvat!' inpasse æya gæmburu bhāvanāvaka nirata vuṇā.|'එක ම ප්‍රශ්නෙ නිරුවත් වෙන එක නං ඔන්න දැන් මං නිරුවත්!' ඉන්පස්සෙ ඇය ගැඹුරු භාවනාවක නිරත වුණා.|mettananda
sinh_0021|'ē sadahā oba manasin næṉgiṭinna ōnǣ. gamē taruṇayan īṭa nāyakatvaya ganna ōni.' gæmiyan vaṭa karagena karū jayasuriya mahatā pævasīya.|'ඒ සදහා ඔබ මනසින් නැඟිටින්න ඕනෑ. ගමේ තරුණයන් ඊට නායකත්වය ගන්න ඕනි.' ගැමියන් වට කරගෙන කරූ ජයසුරිය මහතා පැවසීය.|mettananda
sinh_0022|'ēka apē ārakşāvaṭa hoṉdayi.' hātpasa aṉdura væṭīgena eyi.|'ඒක අපේ ආරක්ෂාවට හොඳයි.' හාත්පස අඳුර වැටීගෙන එයි.|mettananda
sinh_0023|'oba vahansē anāgataya piṇisa kisi pinkamak no karannāhu' yi kīvāya. ekalhi rajatumā 'dēviyani, kāhaṭa dan demi da silvathu nætæ'yi kīya.|'ඔබ වහන්සේ අනාගතය පිණිස කිසි පින්කමක් නො කරන්නාහු' යි කීවාය. එකල්හි රජතුමා 'දේවියනි, කාහට දන් දෙමි ද සිල්වත්හු නැතැ'යි කීය.|mettananda
sinh_0024|'oba vahansē cakravarti raja vanna' yayi kī bava majjhima nikāyē sēla sūtrayehi saṉdahan vē.|'ඔබ වහන්සේ චක්‍රවර්ති රජ වන්න' යයි කී බව මජ්ඣිම නිකායේ සේල සූත්‍රයෙහි සඳහන් වේ.|mettananda
sinh_0025|'ovuhu kohi veset dæ'yi dēviya æsuvā ya. himālaya vanayehi vesena bava mahāsaṁghayā vadāḷaha.|'ඔවුහු කොහි වෙසෙත් දැ'යි දේවිය ඇසුවා ය. හිමාලය වනයෙහි වෙසෙන බව මහාසංඝයා වදාළහ.|mettananda
sinh_0026|'kavikāra sita' gītaya kālayak jātika rūpavāhiniyē sit gat gīvala ihaḷin 'hiṭ' vuṇa sinduvak.|'කවිකාර සිත' ගීතය කාලයක් ජාතික රූපවාහිනියේ සිත් ගත් ගීවල ඉහළින් 'හිට්' වුණ සින්දුවක්.|mettananda
sinh_0027|'kāmacchandaya da, vyāpādaya da, uddhacca - kukkuccaya da, thīnamiddhaya da, pasvanu vū vicikicchāva da duru karannē ya.|'කාමච්ඡන්දය ද, ව්‍යාපාදය ද, උද්ධච්ච - කුක්කුච්චය ද, ථීනමිද්ධය ද, පස්වනු වූ විචිකිච්ඡාව ද දුරු කරන්නේ ය.|mettananda
sinh_0028|'kimek da, svāmīni, vartamāna vū dukkhayāgē prahāṇaya piṇisa vyāyām karaṇasēk dæ?' yi kīha. 'næta, maharajāneni' yi kīsēka.|'කිමෙක් ද, ස්වාමීනි, වර්තමාන වූ දුක්ඛයාගේ ප්‍රහාණය පිණිස ව්යායාම් කරණසේක් දැ?' යි කීහ. 'නැත, මහරජානෙනි' යි කීසේක.|mettananda
sinh_0029|'kisivak no viṉdinnē ya' yi kīsēka. 'viṉdinnē kavarak da? no viṉdinnē kavarak dæ'yi kīha. 'maharajāneni, kāyika vū vēdanāva viṉdinnē ya'|'කිසිවක් නො විඳින්නේ ය' යි කීසේක. 'විඳින්නේ කවරක් ද? නො විඳින්නේ කවරක් දැ'යි කීහ. 'මහරජානෙනි, කායික වූ වේදනාව විඳින්නේ ය'|mettananda
sinh_0030|'cētanāhaṁ bhikkhavē kammaṁ vadāmi' mahaṇeni mama cētanāva karmaya yæ yi vadārami kiyā ya.|'චේතනාහං භික්ඛවේ කම්මං වදාමි' මහණෙනි මම චේතනාව කර්මය යැ යි වදාරමි කියා ය.|mettananda
sinh_0031|'cētanāhaṁ bhikkhavē! kammaṁ vadāmi' yi vadārā ættē ē kriyā sādhaka mānasika balavēgaya saṉdahā ya.|'චේතනාහං භික්ඛවේ! කම්මං වදාමි' යි වදාරා ඇත්තේ ඒ ක්‍රියා සාධක මානසික බලවේගය සඳහා ය.|mettananda
sinh_0032|'jātiyē saukhya sēvā saṁvardhanayē īḷaṉga piyavaraṭa avatīrṇavīma piḷibaṉdava ḍayalog saha huvāvē samāgamvalaṭa api stūtivanta venavā.|'ජාතියේ සෞඛ්‍ය සේවා සංවර්ධනයේ ඊළඟ පියවරට අවතීර්ණවීම පිළිබඳව ඩයලොග් සහ හුවාවේ සමාගම්වලට අපි ස්තූතිවන්ත වෙනවා.|mettananda
sinh_0033|'tacapañcaka karmasthānaya' yanu kes - lom - niya - dat - sama yana mē śārīrika koṭas pasa piḷibaṉda satipaṭṭhāna bhāvanāva ya.|'තචපඤ්චක කර්මස්ථානය' යනු කෙස් - ලොම් - නිය - දත් - සම යන මේ ශාරීරික කොටස් පස පිළිබඳ සතිපට්ඨාන භාවනාව ය.|mettananda
sinh_0034|'tamuseṭa kavadāvat hoyāganna bǣ maṁ vagē kollek.' yi ohu kīvē nomanāpayeni. 'anē oyā hari hoṉdayi brayan.'|'තමුසෙට කවදාවත් හොයාගන්න බෑ මං වගේ කොල්ලෙක්...' යි ඔහු කීවේ නොමනාපයෙනි. 'අනේ ඔයා හරි හොඳයි බ්‍රයන්..'|mettananda
sinh_0035|'tavada, nævatat yam kaleka devadattayō mahāpratāpa nam raja vū da, ekala bodhisatvayō ē rajahaṭa putra vū dharmapāla nam kumāra vūsēka'|'තවද, නැවතත් යම් කලෙක දෙවදත්තයෝ මහාප්‍රතාප නම් රජ වූ ද, එකල බොධිසත්වයෝ ඒ රජහට පුත්‍ර වූ ධර්මපාල නම් කුමාර වූසේක'|mettananda
sinh_0036|'tunvæni yāmaya' citrapaṭayēdi vivāha saṁsthāva ætuḷē æti vana liṁgika gæṭalu vagē kāraṇā vigraha kaḷā.|'තුන්වැනි යාමය' චිත්‍රපටයේදි විවාහ සංස්ථාව ඇතුළේ ඇති වන ලිංගික ගැටලු වගේ කාරණා විග්‍රහ කළා.|mettananda
sinh_0037|'tō ahuvenna epā maraṇavā inna tæna dannavā' pohoṭṭuvē mantrivarayekuṭa maraṇa tarjana.|'තෝ අහුවෙන්න එපා මරණවා ඉන්න තැන දන්නවා' පොහොට්ටුවේ මන්ත්‍රිවරයෙකුට මරණ තර්ජන.|mettananda
sinh_0038|'devana bhājana pratikşēpa karami, pattapiṇḍikāṁgaya samādan vemiya' yanu ehi tēruma ya.|'දෙවන භාජන ප්‍ර‍තික්ෂේප කරමි, පත්තපිණ්ඩිකාංගය සමාදන් වෙමිය' යනු එහි තේරුම ය.|mettananda
sinh_0039|'nānā varṇa lihiṇiyō sivudenek satara desin piyāmbā avut un vahansē gē pā mulæ hottō vahā sudu pæhæ vūha'.|'නානා වර්ණ ලිහිණියෝ සිවුදෙනෙක් සතර දෙසින් පියාඹා අවුත් උන් වහන්සේ ගේ පා මුලැ හොත්තෝ වහා සුදු පැහැ වූහ'.|mettananda
sinh_0040|'niskalaṁkayi. kohomat maṁ kæmati mehema' 'maṁ balan hiṭiye oyā vitarak inna tænak'|'නිස්කලංකයි. කොහොමත් මං කැමති මෙහෙම' 'මං බලන් හිටියෙ ඔයා විතරක් ඉන්න තැනක්'|mettananda
sinh_0041|'numba vahansēṭa paḷamu va mama no vaḷaṉdimi' yi kiyā, tal geḍi kapā mada upuṭā ācāryayan vahansēṭa piḷiganvā pasuva sāmaṇērayō væḷaṉdūha.|'නුඹ වහන්සේට පළමු ව මම නො වළඳිමි' යි කියා, තල් ගෙඩි කපා මද උපුටා ආචාර්යයන් වහන්සේට පිළිගන්වා පසුව සාමණේරයෝ වැළඳූහ.|mettananda
sinh_0042|'nogiya mænava, teravarun hā ekva mama ada piṇḍapātaya ganimi'yi phussadēva tera kīya. tambasumana teranama ekaṉga viya.|'නොගිය මැනව, තෙරවරුන් හා එක්ව මම අද පිණ්ඩපාතය ගනිමි'යි ඵුස්සදේව තෙර කීය. තම්බසුමන තෙරනම එකඟ විය.|mettananda
sinh_0043|'pakşiyā ugē chāyāva dæka nǣyan pæmiṇiyē ya' yi sitā nāda pavatvannaṭa viya. sakaḷa nagarayē ma manuşyayō ē haṇḍa asā mat vūha.|'පක්ෂියා උගේ ඡායාව දැක නෑයන් පැමිණියේ ය' යි සිතා නාද පවත්වන්නට විය. සකළ නගරයේ ම මනුෂ්යයෝ ඒ හඬ අසා මත් වූහ.|mettananda
sinh_0044|'paccayapaṭisēdhana saṁkhyāta kuhana vastuva' kavarē da yat? mē sasunhi gṛhapatiyō bhikşuvakaṭa cīvarādi sivpasayen nimantraṇaya kereti.|'පච්චයපටිසේධන සංඛ්යාත කුහන වස්තුව' කවරේ ද යත්? මේ සසුන්හි ගෘහපතියෝ භික්ෂුවකට චීවරාදි සිව්පසයෙන් නිමන්ත්‍රණය කෙරෙති.|mettananda
sinh_0045|'parasit dannā śramaṇabrāhmaṇayō da dannāha. obaṭa pihiṭak vīmaṭa apaṭa iḍak næta. obagē yahapata oba ma data yutu' yi kiya yutuya.|'පරසිත් දන්නා ශ්‍රමණබ්‍රාහ්මණයෝ ද දන්නාහ. ඔබට පිහිටක් වීමට අපට ඉඩක් නැත. ඔබගේ යහපත ඔබ ම දත යුතු' යි කිය යුතුය.|mettananda
sinh_0046|'piṭathi bhayek nam nætæ' yi yanādīn nindā koṭa keḷa damā tamā vasana geṭa ma gos vanha.|'පිටත්හි භයෙක් නම් නැතැ' යි යනාදීන් නින්දා කොට කෙළ දමා තමා වසන ගෙට ම ගොස් වන්හ.|mettananda
sinh_0047|'pissuda?' candralatā duvagē haṇḍin vahāma avadi veyi.|'පිස්සුද?' චන්ද්‍රලතා දුවගේ හඬින් වහාම අවදි වෙයි.|mettananda
sinh_0048|'pṛthivi' yannehi tēruma 'pasa' yanuyi. 'pṛthivi dhātuva' yannehi tēruma satvayaku pudgalayaku novana 'pasa' yanuyi.|'පෘථිවි' යන්නෙහි තේරුම 'පස' යනුයි. 'පෘථිවි ධාතුව' යන්නෙහි තේරුම සත්වයකු පුද්ගලයකු නොවන 'පස' යනුයි.|mettananda
sinh_0049|'peradina suḷaṉga hā irabaṭu taruva' yanuven eya siṁhala kaviyaṭa peraḷā 'siḷumiṇa' patrayaṭa yævvā.|'පෙරදින සුළඟ හා ඉරබටු තරුව' යනුවෙන් එය සිංහල කවියට පෙරළා 'සිළුමිණ' පත්‍රයට යැව්වා.|mettananda
sinh_0050|'pratipattiya ārakşā karana sæṭi dæna gena pratipattiya rækagena siṭiyā ma hoṉdaṭa ma ætaya' yi kiyā lōkayā muḷā karati.|'ප්‍රතිපත්තිය ආරක්ෂා කරන සැටි දැන ගෙන ප්‍රතිපත්තිය රැකගෙන සිටියා ම හොඳට ම ඇතය' යි කියා ලෝකයා මුළා කරති.|mettananda
sinh_0051|'buduradun divaman kalhi da pirinivīmen pasu da unvahansēṭa væṉdum pidum karannavunṭa sita samāna nam samāna phala læbennē ya'|'බුදුරදුන් දිවමන් කල්හි ද පිරිනිවීමෙන් පසු ද උන්වහන්සේට වැඳුම් පිදුම් කරන්නවුන්ට සිත සමාන නම් සමාන ඵල ලැබෙන්නේ ය'|mettananda
sinh_0052|'brāhmaṇaya, yamek oba satu neḷum ala koṭasa sorā gattē da hē bohō dhanaya æti kīrtimat goviyek vēvā'|'බ්‍රාහ්මණය, යමෙක් ඔබ සතු නෙළුම් අල කොටස සොරා ගත්තේ ද හේ බොහෝ ධනය ඇති කීර්තිමත් ගොවියෙක් වේවා'|mettananda
sinh_0053|'bhāgyavatun vahansēgē śrī śarīrayehi da bohō vareka ābādha upannē ya' kiyā dharmayehi daknā læbeyi.|'භාග්‍යවතුන් වහන්සේගේ ශ්‍රී ශරීරයෙහි ද බොහෝ වරෙක ආබාධ උපන්නේ ය' කියා ධර්මයෙහි දක්නා ලැබෙයි.|mettananda
sinh_0054|'magē śramaṇayan vahansē vanāhi sanhun iṉduran ættō ya. śānta sit ættō ya. unvahansē gē yǣm īm siṭīm śānta ya'|'මගේ ශ්‍රමණයන් වහන්සේ වනාහි සන්හුන් ඉඳුරන් ඇත්තෝ ය. ශාන්ත සිත් ඇත්තෝ ය. උන්වහන්සේ ගේ යෑම් ඊම් සිටීම් ශාන්ත ය'|mettananda
sinh_0055|'mama dakimi, mama duṭuvemi' yayi manuşyayan vignānayak hæṭiyaṭa nova tamā sæṭiyaṭa salakannē eya varadavā tērum gænīmeni.|'මම දකිමි, මම දුටුවෙමි' යයි මනුෂ්යයන් විඥානයක් හැටියට නොව තමා සැටියට සලකන්නේ එය වරදවා තේරුම් ගැනීමෙනි.|mettananda
sinh_0056|'mama puvatpatvalaṭa śişyatvayaṭa adāḷava liyanavā. pāsalē ḷamayinṭa pattara aragena denavā. īṭa amatarava mama uganvanavā'|'මම පුවත්පත්වලට ශිෂ්‍යත්වයට අදාළව ලියනවා. පාසලේ ළමයින්ට පත්තර අරගෙන දෙනවා. ඊට අමතරව මම උගන්වනවා'|mettananda
sinh_0057|'mavbima' anugrahaya dækvū vatugedara śrī siddha sūniyam dēva mahā perahara.|'මව්බිම' අනුග්‍රහය දැක්වූ වතුගෙදර ශ්‍රී සිද්ධ සූනියම් දේව මහා පෙරහර.|mettananda
sinh_0058|'mahaṇeni, anun māgē hō dharmayē hō saṁghayāgē hō guṇa kiyatot, ehi topa visin prītiya no ipadæviya yutu ya.|'මහණෙනි, අනුන් මාගේ හෝ ධර්මයේ හෝ සංඝයාගේ හෝ ගුණ කියතොත්, එහි තොප විසින් ප්‍රීතිය නො ඉපදැවිය යුතු ය.|mettananda
sinh_0059|'mahaṇeni, lābhasatkāra kīrti yana mēvā daruṇu ya. kaṭuka ya. raḷu ya. arhatvaya hā nivana læbīmaṭa antarākaraya'|'මහණෙනි, ලාභසත්කාර කීර්ති යන මේවා දරුණු ය. කටුක ය. රළු ය. අර්හත්වය හා නිවන ලැබීමට අන්තරාකරය'|mettananda
sinh_0060|'maharajāneni, mesē nirvāṇaya ekānta vū sæpa ættē ya, dukin miśra nættē ya. nivan soyana duka anikeka, nivan anikekæ' yi vadāḷasēka.|'මහරජානෙනි, මෙසේ නිර්වාණය එකාන්ත වූ සැප ඇත්තේ ය, දුකින් මිශ්‍ර නැත්තේ ය. නිවන් සොයන දුක අනිකෙක, නිවන් අනිකෙකැ' යි වදාළසේක.|mettananda
sinh_0061|'māt kǣve nǣ oyā enakam.' 'hah.' æs deken evapu liyuma bala bala inna æti ehenam.|'මාත් කෑවෙ නෑ ඔයා එනකම්..' 'හහ්..' ඇස් දෙකෙන් එවපු ලියුම බල බල ඉන්න ඇති එහෙනම්.|mettananda
sinh_0062|'minisā sitin dæna gannēya' yi kiyanuyē sita upakaraṇayak vaśayen gænīmeni.|'මිනිසා සිතින් දැන ගන්නේය' යි කියනුයේ සිත උපකරණයක් වශයෙන් ගැනීමෙනි.|mettananda
sinh_0063|'miniha mæricca gǣniṭa naginḍa' ācci kivva. 'oyāge svāmipuruşayā nætivelā'|'මිනිහ මැරිච්ච ගෑනිට නගින්ඩ' ආච්චි කිව්ව. 'ඔයාගෙ ස්වාමිපුරුෂයා නැතිවෙලා'|mettananda
sinh_0064|'mevara ætivū gaṁvatura tattvayen kisivakuṭa etaram hāniyak, āpadāvak siduvuṇē næhæ'|'මෙවර ඇතිවූ ගංවතුර තත්ත්වයෙන් කිසිවකුට එතරම් හානියක්, ආපදාවක් සිදුවුණේ නැහැ'|mettananda
sinh_0065|'mē gæna kaḍinam sādhāraṇa parīkşaṇayak pavatvanna' mædamulana govi saṁvidhāna sabhāpati ayadiyi.|'මේ ගැන කඩිනම් සාධාරණ පරීක්ෂණයක් පවත්වන්න' මැදමුලන ගොවි සංවිධාන සභාපති අයදියි.|mettananda
sinh_0066|'mē lōkayen pahava giya aya ya,' yana arthayen samahara tænvala maḷa ayaṭa da prēta yana nāmaya vyavahāra vē.|'මේ ලෝකයෙන් පහව ගිය අය ය,' යන අර්ථයෙන් සමහර තැන්වල මළ අයට ද ප්‍රේත යන නාමය ව්යවහාර වේ.|mettananda
sinh_0067|'mē sarvagnaputra vū rahatun vahansē pirinivan pǣ vadāḷasēkæ yi kiyā nişṭhāvaṭa giya yuttē ya. ædahiya yuttē ya' yi vadāḷasēka.|'මේ සර්වඥපුත්‍ර වූ රහතුන් වහන්සේ පිරිනිවන් පෑ වදාළසේකැ යි කියා නිෂ්ඨාවට ගිය යුත්තේ ය. ඇදහිය යුත්තේ ය' යි වදාළසේක.|mettananda
sinh_0068|'mēsaya' yana vacanaya æsuṇu kalhi eyin viśāla vastuvak sitaṭa dæneyi.|'මේසය' යන වචනය ඇසුණු කල්හි එයින් විශාල වස්තුවක් සිතට දැනෙයි.|mettananda
sinh_0069|'maitrī pālanayak' hadanna ævillā ada mē aya gena yannē tuccha, nindita pālanayak.|'මෛත‍්‍රී පාලනයක්' හදන්න ඇවිල්ලා අද මේ අය ගෙන යන්නේ තුච්ඡ, නින්දිත පාලනයක්.|mettananda
sinh_0070|'mokakda mē gevana jīvitē.?' gedara anek ayaṭat kiyalā maṭa huṉgak dos kivvā. dū kivvē ætta.|'මොකක්ද මේ ගෙවන ජීවිතේ...?' ගෙදර අනෙක් අයටත් කියලා මට හුඟක් දොස් කිව්වා. දූ කිව්වේ ඇත්ත.|mettananda
sinh_0071|'mohu no mærennaṭa siṭina kenaka, mohu paralova yana viṭa da vastuva gena yannaṭa siṭina kenaka' yanādīn minisunṭa nindā kereti.|'මොහු නො මැරෙන්නට සිටින කෙනක, මොහු පරලොව යන විට ද වස්තුව ගෙන යන්නට සිටින කෙනක' යනාදීන් මිනිසුන්ට නින්දා කෙරෙති.|mettananda
sinh_0072|'yam ē bhavat brahmayek mahābrahma da, anun mæḍa pavatvannē da, īśvara da, kāraka da, nirmāpaka da, uttama da, lova sakas karannē da,|'යම් ඒ භවත් බ්‍රහ්මයෙක් මහාබ්‍රහ්ම ද, අනුන් මැඩ පවත්වන්නේ ද, ඊශ්වර ද, කාරක ද, නිර්මාපක ද, උත්තම ද, ලොව සකස් කරන්නේ ද,|mettananda
sinh_0073|'yam sē samahara pinvat mahaṇabamuṇō gihiyan sædæhæyen dun bojun vaḷaṉdā, næṭum gæyum væyum,|'යම් සේ සමහර පින්වත් මහණබමුණෝ ගිහියන් සැදැහැයෙන් දුන් බොජුන් වළඳා, නැටුම් ගැයුම් වැයුම්,|mettananda
sinh_0074|'yahapata, svāmīni, nāgasenayan vahansa, ē esē ma vēvā. dæn numba vahansē māgē vişayaṭa ma pæmiṇa vadāḷasēka'|'යහපත, ස්වාමීනි, නාගසෙනයන් වහන්ස, ඒ එසේ ම වේවා. දැන් නුඹ වහන්සේ මාගේ විෂයට ම පැමිණ වදාළසේක'|mettananda
sinh_0075|'yāvadēva' yi nævæta yedīma niyata prayōjana sīmāva niyama koṭæ dakvanu saṉdahā ya. 'hirikōpina paṭicchādānaya' niyata prayōjanaya yi.|'යාවදේව' යි නැවැත යෙදීම නියත ප්‍රයෝජන සීමාව නියම කොටැ දක්වනු සඳහා ය. 'හිරිකෝපින පටිච්ඡාදානය' නියත ප්‍රයෝජනය යි.|mettananda
sinh_0076|'vyāghrapadya' nam vū kōliya rāja putrayā melova paralova dekaṭa yahapata piṇisa pavatnā karuṇu budun vahansēgen vicāḷēya.|'ව්‍යාඝ්රපද්ය' නම් වූ කෝලිය රාජ පුත්‍රයා මෙලොව පරලොව දෙකට යහපත පිණිස පවත්නා කරුණු බුදුන් වහන්සේගෙන් විචාළේය.|mettananda
sinh_0077|'śramaṇagautama temē abramsara duru koṭa bambasara hæsirennē ya.|'ශ්‍රමණගෞතම තෙමේ අබ්රම්සර දුරු කොට බඹසර හැසිරෙන්නේ ය.|mettananda
sinh_0078|'śramaṇagautama temē ayinādan hæra damā ayinādanin væḷakuṇē ya.|'ශ්‍රමණගෞතම තෙමේ අයිනාදන් හැර දමා අයිනාදනින් වැළකුණේ ය.|mettananda
sinh_0079|'śramaṇagautama temē paṇivā hæra damā, paṇivāyen væḷækkē ya.|'ශ්‍රමණගෞතම තෙමේ පණිවා හැර දමා, පණිවායෙන් වැළැක්කේ ය.|mettananda
sinh_0080|'śramaṇagautama temē boru kīma durælā, boru kīmen væḷækkē ya.|'ශ්‍රමණගෞතම තෙමේ බොරු කීම දුරැලා, බොරු කීමෙන් වැළැක්කේ ය.|mettananda
sinh_0081|'sitaṭa sæma deya ma dænē ya' yi kiyanuyē sita 'dænīma' karana kartṛ kenaku vaśayen gænīmeni.|'සිතට සැම දෙය ම දැනේ ය' යි කියනුයේ සිත 'දැනීම' කරන කර්තෘ කෙනකු වශයෙන් ගැනීමෙනි.|mettananda
sinh_0082|'sil næti tænættā haṭa gihiyan visin dena miyuru vū da āhāraya kǣ sæṭiyē ma mærena vasak baṉdu ya' yanuven prakāśita ya.|'සිල් නැති තැනැත්තා හට ගිහියන් විසින් දෙන මියුරු වූ ද ආහාරය කෑ සැටියේ ම මැරෙන වසක් බඳු ය' යනුවෙන් ප්‍රකාශිත ය.|mettananda
sinh_0083|'sugat kiyanna balanna ōmār khayiyām gæna danna deyak.' ōmār khayiyām parsiyānu jātika kaviyek.|'සුගත් කියන්න බලන්න ඕමාර් ඛයියාම් ගැන දන්න දෙයක්.' ඕමාර් ඛයියාම් පර්සියානු ජාතික කවියෙක්.|mettananda
sinh_0084|'sōmanassa sahagata sitvala misa upēkşā sahagata sitvala karuṇā - muditā no yedeti ya' yana ācārya matayak da ættē ya.|'සෝමනස්ස සහගත සිත්වල මිස උපේක්ෂා සහගත සිත්වල කරුණා - මුදිතා නො යෙදෙති ය' යන ආචාර්ය මතයක් ද ඇත්තේ ය.|mettananda
sinh_0085|'saukhya tattvaya yahapat vū vahāma naitika bādhāvak nomætinam hæki ikmaṇin mætivaraṇaya pavatvanavā'|'සෞඛ්‍ය තත්ත්වය යහපත් වූ වහාම නෛතික බාධාවක් නොමැතිනම් හැකි ඉක්මණින් මැතිවරණය පවත්වනවා'|mettananda
